,sigma,labels
0,6.03257942199707,0.0
1,4.318635940551758,0.0
2,6.898260116577148,0.0
3,6.294257164001465,0.0
4,4.805076599121094,0.0
5,4.074023246765137,0.0
6,3.2656397819519043,0.0
7,6.282054901123047,0.0
8,5.45316219329834,0.0
9,4.5998358726501465,0.0
10,6.4748945236206055,0.0
11,3.7004690170288086,0.0
12,5.567138671875,0.0
13,2.295091152191162,0.0
14,3.7004690170288086,0.0
15,5.526185989379883,0.0
16,4.269986629486084,0.0
17,6.245378017425537,0.0
18,4.169179916381836,0.0
19,0.9772453904151917,0.0
20,5.987506866455078,0.0
21,5.231998443603516,0.0
22,5.750249862670898,0.0
23,3.785247325897217,0.0
24,5.720324516296387,0.0
25,6.018287658691406,0.0
26,5.905350685119629,0.0
27,6.064816951751709,0.0
28,5.9589338302612305,0.0
29,4.071691513061523,0.0
30,4.061651229858398,0.0
31,4.797360420227051,0.0
32,4.820196151733398,0.0
33,5.541826248168945,0.0
34,4.8412556648254395,0.0
35,6.689302444458008,0.0
36,6.008735656738281,0.0
37,4.484192848205566,0.0
38,3.7005186080932617,0.0
39,4.913337707519531,0.0
40,6.125653266906738,0.0
41,2.402255058288574,0.0
42,5.67314338684082,0.0
43,5.559505462646484,0.0
44,5.926385879516602,0.0
45,3.8556461334228516,0.0
46,5.908444881439209,0.0
47,6.03983736038208,0.0
48,0.9569076299667358,0.0
49,4.789145469665527,0.0
50,6.983046054840088,0.0
51,5.769961357116699,0.0
52,5.339291572570801,0.0
53,5.779392242431641,0.0
54,1.9516464471817017,0.0
55,3.823138475418091,0.0
56,5.73783016204834,0.0
57,5.502326011657715,0.0
58,5.879675388336182,0.0
59,5.407952785491943,0.0
60,5.955451488494873,0.0
61,4.593434810638428,0.0
62,6.353936195373535,0.0
63,5.974713325500488,0.0
64,5.733859539031982,0.0
65,5.492478847503662,0.0
66,5.497658729553223,0.0
67,5.757157802581787,0.0
68,5.646714210510254,0.0
69,6.842584609985352,0.0
70,6.011834144592285,0.0
71,5.1192169189453125,0.0
72,0.9445934891700745,0.0
73,0.9311339855194092,0.0
74,7.058095932006836,0.0
75,5.121895790100098,0.0
76,7.2217888832092285,0.0
77,6.141208648681641,0.0
78,3.880908489227295,0.0
79,4.069782257080078,0.0
80,0.9320781230926514,0.0
81,5.860255241394043,0.0
82,1.7655248641967773,0.0
83,6.021183967590332,0.0
84,5.542957305908203,0.0
85,5.620960235595703,0.0
86,6.198710918426514,0.0
87,6.446623802185059,0.0
88,4.764463424682617,0.0
89,3.7009968757629395,0.0
90,1.0916492938995361,0.0
91,6.245848655700684,0.0
92,0.93114173412323,0.0
93,0.8361784219741821,0.0
94,5.250829696655273,0.0
95,2.4888980388641357,0.0
96,1.24081289768219,0.0
97,5.419771194458008,0.0
98,5.594081878662109,0.0
99,6.6478471755981445,0.0
100,5.522330284118652,0.0
101,5.176824569702148,0.0
102,4.644051551818848,0.0
103,5.905954360961914,0.0
104,1.1072601079940796,0.0
105,1.6284488439559937,0.0
106,6.47608757019043,0.0
107,1.8307901620864868,0.0
108,6.710918426513672,0.0
109,5.630701065063477,0.0
110,5.738409042358398,0.0
111,5.621318817138672,0.0
112,4.856770038604736,0.0
113,3.9451303482055664,0.0
114,6.422719955444336,0.0
115,6.031654357910156,0.0
116,5.328057289123535,0.0
117,4.931889533996582,0.0
118,5.685358047485352,0.0
119,3.804769992828369,0.0
120,2.555568218231201,0.0
121,5.135779857635498,0.0
122,3.8439128398895264,0.0
123,5.423117160797119,0.0
124,0.9830570220947266,0.0
125,6.627747535705566,0.0
126,6.2547078132629395,0.0
127,5.0382795333862305,0.0
128,5.585262298583984,0.0
129,5.376397609710693,0.0
130,5.148099899291992,0.0
131,3.624248504638672,0.0
132,6.72658634185791,0.0
133,3.8459527492523193,0.0
134,7.178648948669434,0.0
135,5.916934967041016,0.0
136,3.973356008529663,0.0
137,1.1655668020248413,0.0
138,4.9448041915893555,0.0
139,5.200448513031006,0.0
140,5.358621597290039,0.0
141,3.9824419021606445,0.0
142,4.502235412597656,0.0
143,5.301253318786621,0.0
144,0.931277871131897,0.0
145,6.278101921081543,0.0
146,3.7245190143585205,0.0
147,4.863385200500488,0.0
148,5.638124465942383,0.0
149,5.195108413696289,0.0
150,6.656342029571533,0.0
151,6.507491111755371,0.0
152,5.786051273345947,0.0
153,5.255898952484131,0.0
154,5.198494911193848,0.0
155,6.120074272155762,0.0
156,4.852755546569824,0.0
157,3.9114880561828613,0.0
158,5.870286464691162,0.0
159,5.7151923179626465,0.0
160,6.137875080108643,0.0
161,1.1077032089233398,0.0
162,5.86209774017334,0.0
163,3.6207869052886963,0.0
164,5.233839988708496,0.0
165,5.604770660400391,0.0
166,3.1851634979248047,0.0
167,5.4430131912231445,0.0
168,6.474977493286133,0.0
169,5.18987512588501,0.0
170,6.373164176940918,0.0
171,6.592781066894531,0.0
172,7.084158897399902,0.0
173,3.3313305377960205,0.0
174,5.944045066833496,0.0
175,3.7004709243774414,0.0
176,5.945599555969238,0.0
177,5.649928092956543,0.0
178,4.809465408325195,0.0
179,6.738755226135254,0.0
180,5.960499286651611,0.0
181,3.406935214996338,0.0
182,4.983686447143555,0.0
183,5.086344242095947,0.0
184,5.1488800048828125,0.0
185,3.864922046661377,0.0
186,5.8499369621276855,0.0
