,sigma,labels
0,3.6711463928222656,0.0
1,3.6671202182769775,0.0
2,2.87760066986084,0.0
3,2.910719871520996,0.0
4,2.0221290588378906,0.0
5,4.125981330871582,0.0
6,3.0583600997924805,0.0
7,3.896212339401245,0.0
8,3.971527576446533,0.0
9,2.7544641494750977,0.0
10,4.027459144592285,0.0
11,1.709017038345337,0.0
12,3.511457920074463,0.0
13,3.049335241317749,0.0
14,1.7949678897857666,0.0
15,3.701111078262329,0.0
16,3.255145311355591,0.0
17,4.291329383850098,0.0
18,2.704455852508545,0.0
19,1.9674606323242188,0.0
20,3.546644687652588,0.0
21,1.3944916725158691,0.0
22,3.2804956436157227,0.0
23,2.774043083190918,0.0
24,3.7218971252441406,0.0
25,3.782003402709961,0.0
26,3.190908908843994,0.0
27,3.3869361877441406,0.0
28,1.8837182521820068,0.0
29,3.333787441253662,0.0
30,3.6032495498657227,0.0
31,3.4455928802490234,0.0
32,4.12660026550293,0.0
33,3.645127534866333,0.0
34,2.3430373668670654,0.0
35,4.354691505432129,0.0
36,1.7080531120300293,0.0
37,2.311877727508545,0.0
38,1.7885689735412598,0.0
39,1.8588840961456299,0.0
40,4.795090675354004,0.0
41,3.0859899520874023,0.0
42,3.984301805496216,0.0
43,1.9927974939346313,0.0
44,3.878568649291992,0.0
45,2.0909409523010254,0.0
46,3.1378800868988037,0.0
47,4.079008102416992,0.0
48,1.9442986249923706,0.0
49,3.8011181354522705,0.0
50,4.552994251251221,0.0
51,2.9192614555358887,0.0
52,3.4457180500030518,0.0
53,4.236405372619629,0.0
54,3.8419313430786133,0.0
55,0.7442442774772644,0.0
56,4.358169078826904,0.0
57,3.695614814758301,0.0
58,3.931438684463501,0.0
59,3.21323299407959,0.0
60,0.7856873869895935,0.0
61,3.701540946960449,0.0
62,4.641118049621582,0.0
63,3.7340164184570312,0.0
64,3.135789394378662,0.0
65,3.336965560913086,0.0
66,2.826645851135254,0.0
67,4.474690914154053,0.0
68,3.399893283843994,0.0
69,4.571408748626709,0.0
70,3.8468356132507324,0.0
71,4.29710578918457,0.0
72,0.6974242925643921,0.0
73,0.4081064462661743,0.0
74,3.7462050914764404,0.0
75,3.670698642730713,0.0
76,4.022034645080566,0.0
77,4.2687087059021,0.0
78,3.563361167907715,0.0
79,2.3127825260162354,0.0
80,0.35926949977874756,0.0
81,3.4834446907043457,0.0
82,0.6329563856124878,0.0
83,3.7840404510498047,0.0
84,3.427298069000244,0.0
85,3.8440582752227783,0.0
86,4.207336902618408,0.0
87,3.446281671524048,0.0
88,4.146493911743164,0.0
89,2.1362907886505127,0.0
90,4.0021443367004395,0.0
91,3.9196274280548096,0.0
92,1.3675541877746582,0.0
93,3.35959529876709,0.0
94,3.1964497566223145,0.0
95,3.6469218730926514,0.0
96,3.702383279800415,0.0
97,3.7271242141723633,0.0
98,3.590867519378662,0.0
99,3.65700626373291,0.0
100,3.7588040828704834,0.0
101,3.749257802963257,0.0
102,3.625354766845703,0.0
103,4.019299507141113,0.0
104,0.6655624508857727,0.0
105,0.6719621419906616,0.0
106,3.8906984329223633,0.0
107,0.3719629943370819,0.0
108,4.560243129730225,0.0
109,3.9578049182891846,0.0
110,4.555551528930664,0.0
111,3.6269311904907227,0.0
112,3.5715436935424805,0.0
113,2.627610683441162,0.0
114,3.337777853012085,0.0
115,4.441701889038086,0.0
116,3.370765209197998,0.0
117,3.0893850326538086,0.0
118,3.4391565322875977,0.0
119,4.175833702087402,0.0
120,4.879759311676025,0.0
121,2.6176249980926514,0.0
122,4.186814308166504,0.0
123,3.5533571243286133,0.0
124,4.207672119140625,0.0
125,3.5681092739105225,0.0
126,4.281764984130859,0.0
127,3.9624550342559814,0.0
128,3.9833879470825195,0.0
129,4.569387912750244,0.0
130,3.3590989112854004,0.0
131,2.3287858963012695,0.0
132,2.2903499603271484,0.0
133,1.7081513404846191,0.0
134,2.21366548538208,0.0
135,3.0351083278656006,0.0
136,2.313056468963623,0.0
137,4.412703037261963,0.0
138,3.712891101837158,0.0
139,3.6589255332946777,0.0
140,4.461126327514648,0.0
141,2.7176151275634766,0.0
142,4.320438385009766,0.0
143,4.158348083496094,0.0
144,0.520929217338562,0.0
145,3.8031530380249023,0.0
146,3.7171144485473633,0.0
147,4.099796295166016,0.0
148,3.4103407859802246,0.0
149,3.632812976837158,0.0
150,4.431865692138672,0.0
151,4.789942264556885,0.0
152,3.945014476776123,0.0
153,4.123862266540527,0.0
154,3.3076469898223877,0.0
155,3.2726492881774902,0.0
156,2.8308498859405518,0.0
157,1.7659611701965332,0.0
158,3.453805446624756,0.0
159,3.553008556365967,0.0
160,3.673325300216675,0.0
161,0.6567933559417725,0.0
162,3.5850143432617188,0.0
163,1.114917516708374,0.0
164,4.794547080993652,0.0
165,4.050660610198975,0.0
166,0.6619248986244202,0.0
167,4.444161415100098,0.0
168,4.314696311950684,0.0
169,4.0110578536987305,0.0
170,2.1373870372772217,0.0
171,4.682053565979004,0.0
172,3.8801655769348145,0.0
173,3.671954870223999,0.0
174,2.4024105072021484,0.0
175,1.7090349197387695,0.0
176,4.032567501068115,0.0
177,3.4679954051971436,0.0
178,3.5192923545837402,0.0
179,4.961256980895996,0.0
180,4.325411796569824,0.0
181,4.030630588531494,0.0
182,3.2000958919525146,0.0
183,3.5209107398986816,0.0
184,3.663334846496582,0.0
185,0.9199627637863159,0.0
186,3.479464292526245,0.0
187,3.364373207092285,0.0
188,4.237607955932617,0.0
189,3.024125576019287,0.0
190,4.148970603942871,0.0
191,3.9817521572113037,0.0
192,4.578587055206299,0.0
193,4.696142196655273,0.0
194,3.872891902923584,0.0
195,3.4467246532440186,0.0
196,3.5372633934020996,0.0
197,3.5772228240966797,0.0
198,3.87351655960083,0.0
199,2.9262855052948,0.0
200,3.535562038421631,0.0
201,4.117568016052246,0.0
202,1.036940574645996,0.0
203,2.4938957691192627,0.0
204,3.863898277282715,0.0
205,3.705042839050293,0.0
206,3.458937644958496,0.0
207,3.1612203121185303,0.0
208,0.3999451994895935,0.0
209,3.923644542694092,0.0
210,3.6405203342437744,0.0
211,4.523962020874023,0.0
212,3.327397346496582,0.0
213,4.559169769287109,0.0
214,3.789797067642212,0.0
215,3.5088093280792236,0.0
216,4.155388355255127,0.0
217,2.0498557090759277,0.0
218,4.3278703689575195,0.0
219,3.7823376655578613,0.0
220,1.9203033447265625,0.0
221,3.8945438861846924,0.0
222,2.7113914489746094,0.0
223,3.543973207473755,0.0
224,4.298944473266602,0.0
225,4.290687561035156,0.0
226,3.279454231262207,0.0
