,sigma,labels
0,2.6665122509002686,0.0
1,2.023920774459839,0.0
2,3.6118390560150146,0.0
3,3.48398494720459,0.0
4,0.23028823733329773,0.0
5,0.23930765688419342,0.0
6,1.9850437641143799,0.0
7,2.749732494354248,0.0
8,2.7963709831237793,0.0
9,2.8793132305145264,0.0
10,2.7554259300231934,0.0
11,1.2636306285858154,0.0
12,2.900874137878418,0.0
13,1.4148972034454346,0.0
14,1.288725733757019,0.0
15,3.0187392234802246,0.0
16,1.0976428985595703,0.0
17,2.438908576965332,0.0
18,1.5545504093170166,0.0
19,0.21882054209709167,0.0
20,2.119802713394165,0.0
21,2.574444055557251,0.0
22,1.8832652568817139,0.0
23,1.2932895421981812,0.0
24,2.9080982208251953,0.0
25,2.2319884300231934,0.0
26,2.7131869792938232,0.0
27,2.4693713188171387,0.0
28,3.2623023986816406,0.0
29,0.9864055514335632,0.0
30,2.8807053565979004,0.0
31,2.8106322288513184,0.0
32,2.399293899536133,0.0
33,2.518707752227783,0.0
34,1.5163404941558838,0.0
35,3.303156852722168,0.0
36,2.725581645965576,0.0
37,2.162086009979248,0.0
38,1.263365626335144,0.0
39,2.1444592475891113,0.0
40,3.1497349739074707,0.0
41,2.1598727703094482,0.0
42,3.2822699546813965,0.0
43,0.30674442648887634,0.0
44,1.5324679613113403,0.0
45,1.3897426128387451,0.0
46,2.977565288543701,0.0
47,3.1040050983428955,0.0
48,2.7053332328796387,0.0
49,2.8571763038635254,0.0
50,2.617446184158325,0.0
51,3.035966634750366,0.0
52,3.1578211784362793,0.0
53,3.0844643115997314,0.0
54,1.9538880586624146,0.0
55,0.34292078018188477,0.0
56,2.6248252391815186,0.0
57,2.795520067214966,0.0
58,2.84059476852417,0.0
59,3.1911680698394775,0.0
60,2.570807456970215,0.0
61,2.8401973247528076,0.0
62,3.3280086517333984,0.0
63,2.4404940605163574,0.0
64,2.8412392139434814,0.0
65,2.3177988529205322,0.0
66,0.9290890693664551,0.0
67,2.9676084518432617,0.0
68,2.356602668762207,0.0
69,3.0265305042266846,0.0
70,2.55556583404541,0.0
71,2.1320135593414307,0.0
72,0.3310529291629791,0.0
73,0.2988407611846924,0.0
74,3.0801002979278564,0.0
75,1.6244878768920898,0.0
76,3.151965856552124,0.0
77,2.700014114379883,0.0
78,2.235945701599121,0.0
79,2.4869937896728516,0.0
80,0.30047503113746643,0.0
81,2.693452835083008,0.0
82,1.3072407245635986,0.0
83,1.7981820106506348,0.0
84,1.8387396335601807,0.0
85,2.6051812171936035,0.0
86,2.380300998687744,0.0
87,2.475949287414551,0.0
88,3.077141761779785,0.0
89,1.2636306285858154,0.0
90,2.5215718746185303,0.0
91,2.775503158569336,0.0
92,0.2978207468986511,0.0
93,0.23399528861045837,0.0
94,1.8505067825317383,0.0
95,2.018641710281372,0.0
96,2.821908950805664,0.0
97,2.1727519035339355,0.0
98,2.8236608505249023,0.0
99,2.970977306365967,0.0
100,2.3002874851226807,0.0
101,2.86799955368042,0.0
102,2.9008564949035645,0.0
103,2.9914169311523438,0.0
104,0.3678157329559326,0.0
105,2.122833013534546,0.0
106,3.009706497192383,0.0
107,0.3381136357784271,0.0
108,2.724790573120117,0.0
109,2.1814379692077637,0.0
110,2.1406614780426025,0.0
111,3.420961618423462,0.0
112,2.1163692474365234,0.0
113,2.7221932411193848,0.0
114,1.759324550628662,0.0
115,2.623645544052124,0.0
116,1.6868866682052612,0.0
117,3.0377237796783447,0.0
118,2.3395371437072754,0.0
119,2.854757308959961,0.0
120,2.7994604110717773,0.0
121,2.8937888145446777,0.0
122,3.431236743927002,0.0
123,2.310242176055908,0.0
124,2.564220905303955,0.0
125,2.832761287689209,0.0
126,1.3296668529510498,0.0
127,2.209977388381958,0.0
128,2.9366440773010254,0.0
129,3.138340711593628,0.0
130,2.272878646850586,0.0
131,1.3429181575775146,0.0
132,3.394026756286621,0.0
133,1.2637016773223877,0.0
134,1.0124293565750122,0.0
135,2.6210196018218994,0.0
136,2.1095709800720215,0.0
137,3.2919695377349854,0.0
138,2.424985408782959,0.0
139,2.5319485664367676,0.0
140,2.2491543292999268,0.0
141,0.5690972805023193,0.0
142,3.1807379722595215,0.0
143,3.027597427368164,0.0
144,1.8190796375274658,0.0
145,3.1141295433044434,0.0
146,2.5421953201293945,0.0
147,2.8405346870422363,0.0
148,2.965165376663208,0.0
149,2.663069248199463,0.0
150,3.156771183013916,0.0
151,2.391812324523926,0.0
152,2.0545272827148438,0.0
153,2.6591055393218994,0.0
154,2.5917301177978516,0.0
155,3.283766746520996,0.0
156,1.174426794052124,0.0
157,1.2636284828186035,0.0
158,2.637314558029175,0.0
159,2.3247029781341553,0.0
160,2.921699285507202,0.0
161,1.1560791730880737,0.0
162,2.2354540824890137,0.0
163,2.3720993995666504,0.0
164,2.543443441390991,0.0
165,2.8140478134155273,0.0
166,0.30025380849838257,0.0
167,2.9249508380889893,0.0
168,2.7826108932495117,0.0
169,3.277829647064209,0.0
170,2.3031668663024902,0.0
171,3.1437416076660156,0.0
172,1.9195880889892578,0.0
173,1.0204265117645264,0.0
174,2.527132511138916,0.0
175,2.164364814758301,0.0
176,2.9217705726623535,0.0
177,3.059709072113037,0.0
178,2.5590720176696777,0.0
179,2.6199307441711426,0.0
180,2.833064079284668,0.0
181,2.2806358337402344,0.0
182,2.2641961574554443,0.0
183,2.9125843048095703,0.0
184,3.2410759925842285,0.0
185,2.3205244541168213,0.0
186,2.4684863090515137,0.0
187,1.81397545337677,0.0
188,3.038405418395996,0.0
189,3.32698392868042,0.0
190,3.1965928077697754,0.0
191,3.9738450050354004,0.0
192,2.7925543785095215,0.0
193,3.2345809936523438,0.0
194,2.657541513442993,0.0
195,3.0130183696746826,0.0
196,3.384446859359741,0.0
197,2.621178150177002,0.0
198,2.5645182132720947,0.0
199,3.619882822036743,0.0
200,2.4487967491149902,0.0
201,3.577040672302246,0.0
202,0.30011600255966187,0.0
203,2.416337251663208,0.0
204,0.6627509593963623,0.0
205,2.1853368282318115,0.0
206,2.9068284034729004,0.0
207,1.905180811882019,0.0
208,1.0296138525009155,0.0
209,2.7605013847351074,0.0
210,3.2150659561157227,0.0
211,3.5225839614868164,0.0
212,2.671431541442871,0.0
213,2.932640552520752,0.0
214,2.9316368103027344,0.0
215,3.149740695953369,0.0
216,2.775768280029297,0.0
217,1.8313257694244385,0.0
218,1.8297665119171143,0.0
219,2.579218626022339,0.0
220,3.0435500144958496,0.0
221,1.7565898895263672,0.0
222,1.317300796508789,0.0
223,2.4043211936950684,0.0
224,2.9063801765441895,0.0
225,2.3205511569976807,0.0
226,2.992523670196533,0.0
227,1.6707944869995117,0.0
228,3.1508965492248535,0.0
229,2.914175271987915,0.0
230,2.3826372623443604,0.0
231,0.3076380491256714,0.0
232,2.8000223636627197,0.0
233,3.070573329925537,0.0
234,0.6263983249664307,0.0
235,0.5663821697235107,0.0
236,2.9766058921813965,0.0
237,3.2799458503723145,0.0
238,3.379129648208618,0.0
239,2.3458571434020996,0.0
240,0.30881768465042114,0.0
241,2.4562079906463623,0.0
242,1.9244771003723145,0.0
243,2.1353211402893066,0.0
244,2.052584648132324,0.0
245,2.8660616874694824,0.0
246,3.649930000305176,0.0
247,1.42634117603302,0.0
248,2.6578879356384277,0.0
249,3.610227584838867,0.0
250,2.011089324951172,0.0
251,2.5362277030944824,0.0
252,2.224397659301758,0.0
253,1.9591225385665894,0.0
254,2.3153958320617676,0.0
255,2.8921217918395996,0.0
256,2.805422306060791,0.0
257,2.456799030303955,0.0
258,3.0689585208892822,0.0
259,2.7550172805786133,0.0
260,3.5805647373199463,0.0
261,3.2846837043762207,0.0
262,2.8063876628875732,0.0
263,2.2886810302734375,0.0
264,1.7842483520507812,0.0
265,3.005613327026367,0.0
266,3.2665061950683594,0.0
267,2.3984193801879883,0.0
268,0.2907089293003082,0.0
269,1.6666841506958008,0.0
270,2.51444149017334,0.0
271,2.843057155609131,0.0
272,0.20325838029384613,0.0
273,2.2388806343078613,0.0
274,1.0859118700027466,0.0
275,2.7047719955444336,0.0
276,2.476611614227295,0.0
277,2.6792564392089844,0.0
278,2.811246633529663,0.0
279,3.0991601943969727,0.0
280,1.2634789943695068,0.0
281,3.41892671585083,0.0
282,1.0510022640228271,0.0
283,0.31370246410369873,0.0
284,3.3231558799743652,0.0
285,1.5226922035217285,0.0
286,3.0312068462371826,0.0
287,0.29994654655456543,0.0
288,2.665278196334839,0.0
289,3.5583553314208984,0.0
290,0.31209439039230347,0.0
291,1.7306241989135742,0.0
292,2.589751720428467,0.0
293,2.684849262237549,0.0
294,2.3442201614379883,0.0
295,2.1747303009033203,0.0
296,0.39301174879074097,0.0
297,0.6720390319824219,0.0
298,0.8865976929664612,0.0
299,1.5182456970214844,0.0
300,0.9716728329658508,0.0
301,2.9219915866851807,0.0
302,2.9343631267547607,0.0
303,2.9359021186828613,0.0
304,2.5871615409851074,0.0
305,2.254336357116699,0.0
306,3.0699920654296875,0.0
307,2.0372049808502197,0.0
308,2.1659276485443115,0.0
309,2.3396756649017334,0.0
310,0.6363366842269897,0.0
311,0.2044740915298462,0.0
312,2.310354232788086,0.0
313,2.9690592288970947,0.0
314,2.474506139755249,0.0
315,2.476886510848999,0.0
316,1.9518587589263916,0.0
317,3.0738651752471924,0.0
318,3.119384288787842,0.0
319,1.9261815547943115,0.0
320,1.5803142786026,0.0
321,2.7483747005462646,0.0
322,2.768285036087036,0.0
323,2.778207302093506,0.0
324,3.065887928009033,0.0
325,3.6048648357391357,0.0
326,2.9946696758270264,0.0
327,2.4912633895874023,0.0
328,2.7753872871398926,0.0
329,1.3051587343215942,0.0
330,2.578113079071045,0.0
331,1.2640620470046997,0.0
332,2.6443214416503906,0.0
333,0.4196068048477173,0.0
334,0.7743736505508423,0.0
335,1.3399192094802856,0.0
336,2.1923704147338867,0.0
337,1.0792782306671143,0.0
338,2.331188440322876,0.0
339,1.8555188179016113,0.0
340,2.495255947113037,0.0
341,2.1270716190338135,0.0
342,2.5604143142700195,0.0
343,1.5170505046844482,0.0
344,2.517775535583496,0.0
345,2.5412561893463135,0.0
346,2.2234537601470947,0.0
347,3.4442243576049805,0.0
348,1.1664988994598389,0.0
349,2.6963963508605957,0.0
350,1.2636306285858154,0.0
351,1.5857371091842651,0.0
352,0.6692764759063721,0.0
353,2.129711151123047,0.0
354,2.7420992851257324,0.0
355,2.8296897411346436,0.0
356,2.4104342460632324,0.0
357,2.8218612670898438,0.0
358,0.31251078844070435,0.0
359,2.353287696838379,0.0
360,2.044328212738037,0.0
361,1.593066930770874,0.0
362,0.3634862005710602,0.0
363,2.8068346977233887,0.0
364,1.356025218963623,0.0
365,2.5308752059936523,0.0
366,3.1682233810424805,0.0
367,3.326016902923584,0.0
368,2.8287675380706787,0.0
369,2.0113935470581055,0.0
370,2.558574676513672,0.0
371,1.021729826927185,0.0
